timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB], temperature.gpu
2022/11/10 16:37:20.907, 86.09 W, 95 %, 47 %, 15360 MiB, 4800 MiB, 10109 MiB, 64
2022/11/10 16:37:21.440, 68.89 W, 98 %, 55 %, 15360 MiB, 4800 MiB, 10109 MiB, 64
2022/11/10 16:37:21.946, 70.72 W, 100 %, 83 %, 15360 MiB, 4800 MiB, 10109 MiB, 64
2022/11/10 16:37:22.453, 64.02 W, 100 %, 82 %, 15360 MiB, 4800 MiB, 10109 MiB, 64
2022/11/10 16:37:22.958, 66.58 W, 100 %, 82 %, 15360 MiB, 4800 MiB, 10109 MiB, 64
2022/11/10 16:37:23.466, 67.97 W, 100 %, 84 %, 15360 MiB, 4800 MiB, 10109 MiB, 64
2022/11/10 16:37:23.982, 72.58 W, 100 %, 82 %, 15360 MiB, 4800 MiB, 10109 MiB, 64
2022/11/10 16:37:24.488, 72.14 W, 100 %, 86 %, 15360 MiB, 4800 MiB, 10109 MiB, 64
2022/11/10 16:37:24.992, 67.72 W, 100 %, 83 %, 15360 MiB, 4800 MiB, 10109 MiB, 64
2022/11/10 16:37:25.501, 69.34 W, 100 %, 85 %, 15360 MiB, 4800 MiB, 10109 MiB, 64
2022/11/10 16:37:26.012, 65.11 W, 100 %, 84 %, 15360 MiB, 4800 MiB, 10109 MiB, 64
2022/11/10 16:37:26.532, 67.62 W, 100 %, 84 %, 15360 MiB, 4800 MiB, 10109 MiB, 64
