timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB], temperature.gpu
2022/11/10 18:05:13.923, 36.43 W, 35 %, 32 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:14.426, 74.55 W, 99 %, 69 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:14.930, 63.14 W, 97 %, 63 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:15.436, 69.39 W, 99 %, 68 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:15.940, 64.32 W, 100 %, 47 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:16.490, 36.43 W, 5 %, 0 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:16.993, 71.56 W, 99 %, 68 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:17.498, 70.56 W, 97 %, 63 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:18.009, 69.29 W, 100 %, 67 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:18.516, 66.64 W, 100 %, 65 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:19.020, 39.97 W, 0 %, 0 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:19.524, 72.09 W, 96 %, 66 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:20.068, 61.05 W, 97 %, 63 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:20.573, 72.44 W, 99 %, 67 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:21.078, 68.11 W, 100 %, 61 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:21.582, 32.91 W, 46 %, 33 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:22.085, 71.56 W, 96 %, 65 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:22.594, 72.24 W, 97 %, 64 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:23.141, 67.52 W, 99 %, 68 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:23.646, 67.81 W, 100 %, 65 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:24.150, 36.43 W, 17 %, 12 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:24.654, 69.15 W, 82 %, 58 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:25.164, 70.22 W, 96 %, 62 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:25.672, 66.87 W, 100 %, 67 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:26.219, 66.89 W, 100 %, 64 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:26.725, 36.35 W, 2 %, 0 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:27.228, 73.71 W, 96 %, 67 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:27.736, 76.07 W, 97 %, 64 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:28.245, 69.99 W, 99 %, 66 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:28.752, 68.75 W, 100 %, 64 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:29.258, 36.04 W, 61 %, 45 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:29.768, 72.44 W, 96 %, 65 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:30.273, 53.64 W, 99 %, 69 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:30.779, 70.22 W, 99 %, 67 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:31.285, 71.06 W, 100 %, 64 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:31.789, 37.03 W, 37 %, 29 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:32.294, 69.15 W, 65 %, 52 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:32.854, 78.66 W, 97 %, 61 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:33.359, 71.95 W, 99 %, 66 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:33.865, 70.32 W, 100 %, 65 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:34.369, 36.53 W, 100 %, 69 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:34.872, 69.30 W, 92 %, 65 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:35.377, 42.51 W, 97 %, 62 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:35.931, 72.93 W, 99 %, 67 %, 15360 MiB, 8506 MiB, 6403 MiB, 63
2022/11/10 18:05:36.437, 72.73 W, 100 %, 65 %, 15360 MiB, 8506 MiB, 6403 MiB, 63
2022/11/10 18:05:36.941, 35.07 W, 80 %, 52 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:37.444, 76.51 W, 25 %, 20 %, 15360 MiB, 8506 MiB, 6403 MiB, 62
2022/11/10 18:05:37.949, 69.34 W, 99 %, 67 %, 15360 MiB, 8506 MiB, 6403 MiB, 63
